DateTime,depth_m,18kHz_Sv,38kHz_Sv,code
2016-07-25_21:27:30.00,212.0,-94.93,-84.27,3
2016-07-25_21:27:30.00,214.0,-80.28,-89.58,1
2016-07-25_21:27:30.00,216.0,-88.97,-87.47,2
2016-07-25_21:27:30.00,218.0,-96.47,-89.24,3
2016-07-25_21:27:30.00,220.0,-89.41,-94.82,1
2016-07-25_21:27:30.00,222.0,-98.71,-105.99,1
2016-07-25_21:27:30.00,224.0,-97.13,-93.85,3
2016-07-25_21:27:30.00,226.0,-97.8,-96.6,2
2016-07-25_21:27:30.00,228.0,-91.52,-97.92,1
2016-07-25_21:27:30.00,230.0,-83.95,-83.04,2
2016-07-25_21:27:30.00,232.0,-86.29,-85.38,2
2016-07-25_21:27:30.00,234.0,-87.54,-91.43,1
2016-07-25_21:27:30.00,236.0,-90.33,-94.65,1
2016-07-25_21:27:30.00,238.0,-94.15,-93.6,2
2016-07-25_21:27:30.00,240.0,-87.05,-88.74,2
2016-07-25_21:27:30.00,242.0,-84.06,-94.04,1
2016-07-25_21:27:30.00,244.0,-96.28,-95.03,2
2016-07-25_21:27:30.00,246.0,-86.51,-85.85,2
2016-07-25_21:27:30.00,248.0,-83.73,-92.77,1
2016-07-25_21:27:30.00,250.0,-91.36,-93.56,2
2016-07-25_21:27:30.00,252.0,-86.8,-90.29,1
2016-07-25_21:27:30.00,254.0,-90.25,-91.6,2
2016-07-25_21:27:30.00,256.0,-87.77,-93.86,1
2016-07-25_21:27:30.00,258.0,-97.35,-103.86,1
2016-07-25_21:27:30.00,260.0,-87.87,-89.5,2
2016-07-25_21:27:30.00,262.0,-88.92,-90.78,2
2016-07-25_21:27:30.00,264.0,-86.59,-90.28,1
2016-07-25_21:27:30.00,266.0,-87.37,-90.72,1
2016-07-25_21:27:30.00,268.0,-89.42,-90.05,2
2016-07-25_21:27:30.00,270.0,-89.55,-86.88,2
2016-07-25_21:27:30.00,272.0,-90.06,-87.2,2
2016-07-25_21:27:30.00,274.0,-90.38,-107.97,1
2016-07-25_21:27:30.00,276.0,-93.77,-102.22,1
2016-07-25_21:27:30.00,278.0,-86.27,-87.63,2
2016-07-25_21:27:30.00,280.0,-88.39,-91.49,1
2016-07-25_21:27:30.00,282.0,-89.94,-94.21,1
2016-07-25_21:27:30.00,284.0,-87.86,-101.21,1
2016-07-25_21:27:30.00,286.0,-83.61,-85.97,2
2016-07-25_21:27:30.00,288.0,-84.34,-90.62,1
2016-07-25_21:27:30.00,290.0,-84.05,-94.2,1
2016-07-25_21:27:30.00,292.0,-84.24,-93.68,1
2016-07-25_21:27:30.00,294.0,-83.27,-85.57,2
2016-07-25_21:27:30.00,296.0,-83.2,-90.78,1
2016-07-25_21:27:30.00,298.0,-82.52,-89.49,1
2016-07-25_21:27:30.00,300.0,-92.52,-97.3,1
2016-07-25_21:27:30.00,302.0,-82.87,-85.73,2
2016-07-25_21:27:30.00,304.0,-87.12,-83.25,3
2016-07-25_21:27:30.00,306.0,-84.33,-83.37,2
2016-07-25_21:27:30.00,308.0,-83.23,-82.85,2
2016-07-25_21:27:30.00,310.0,-81.29,-83.92,2
2016-07-25_21:27:30.00,312.0,-77.17,-81.26,1
2016-07-25_21:27:30.00,314.0,-78.29,-86.68,1
2016-07-25_21:27:30.00,316.0,-76.36,-84.22,1
2016-07-25_21:27:30.00,318.0,-78.54,-84.78,1
2016-07-25_21:27:30.00,320.0,-78.06,-74.29,3
2016-07-25_21:27:30.00,322.0,-74.44,-79.91,1
2016-07-25_21:27:30.00,324.0,-72.36,-79.67,1
2016-07-25_21:27:30.00,326.0,-73.75,-79.32,1
2016-07-25_21:27:30.00,328.0,-68.49,-80.67,1
2016-07-25_21:27:30.00,330.0,-68.24,-81.88,1
2016-07-25_21:27:30.00,332.0,-69.5,-80.11,1
2016-07-25_21:27:30.00,334.0,-64.49,-75.22,1
2016-07-25_21:27:30.00,336.0,-63.36,-69.02,1
2016-07-25_21:27:30.00,338.0,-61.11,-72.97,1
2016-07-25_21:27:30.00,340.0,-68.07,-78.49,1
2016-07-25_21:27:30.00,342.0,-65.24,-77.49,1
2016-07-25_21:27:30.00,344.0,-64.44,-76.56,1
2016-07-25_21:27:30.00,346.0,-62.34,-75.34,1
2016-07-25_21:27:30.00,348.0,-61.81,-78.54,1
2016-07-25_21:27:30.00,350.0,-67.4,-75.21,1
2016-07-25_21:27:30.00,352.0,-62.77,-76.07,1
2016-07-25_21:27:30.00,354.0,-68.33,-76.59,1
2016-07-25_21:27:30.00,356.0,-65.11,-73.13,1
2016-07-25_21:27:30.00,358.0,-76.66,-75.47,2
2016-07-25_21:27:30.00,360.0,-66.54,-73.84,1
2016-07-25_21:27:30.00,362.0,-66.56,-72.85,1
2016-07-25_21:27:30.00,364.0,-66.55,-73.48,1
2016-07-25_21:27:30.00,366.0,-70.53,-73.08,2
2016-07-25_21:27:30.00,368.0,-67.57,-73.69,1
2016-07-25_21:27:30.00,370.0,-66.5,-69.97,1
2016-07-25_21:27:30.00,372.0,-67.43,-76.2,1
2016-07-25_21:27:30.00,374.0,-65.95,-72.35,1
2016-07-25_21:27:30.00,376.0,-63.89,-72.88,1
2016-07-25_21:27:30.00,378.0,-63.36,-70.31,1
2016-07-25_21:27:30.00,380.0,-71.36,-72.13,2
2016-07-25_21:27:30.00,382.0,-65.45,-73.91,1
2016-07-25_21:27:30.00,384.0,-66.48,-78.4,1
2016-07-25_21:27:30.00,386.0,-66.06,-79.16,1
2016-07-25_21:27:30.00,388.0,-68.89,-77.27,1
2016-07-25_21:27:30.00,390.0,-66.22,-75.92,1
2016-07-25_21:27:40.00,260.0,-92.13,-96.56,1
2016-07-25_21:27:40.00,262.0,-84.85,-87.9,1
2016-07-25_21:27:40.00,264.0,-80.76,-89.61,1
2016-07-25_21:27:40.00,266.0,-83.86,-91.96,1
2016-07-25_21:27:40.00,268.0,-88.57,-93.15,1
2016-07-25_21:27:40.00,270.0,-86.2,-97.59,1
2016-07-25_21:27:40.00,272.0,-86.33,-97.39,1
2016-07-25_21:27:40.00,274.0,-91.38,-102.58,1
2016-07-25_21:27:40.00,276.0,-83.99,-87.62,1
2016-07-25_21:27:40.00,278.0,-93.5,-105.27,1
2016-07-25_21:27:40.00,280.0,-85.94,-89.86,1
2016-07-25_21:27:40.00,282.0,-90.33,-95.66,1
2016-07-25_21:27:40.00,284.0,-87.86,-96.46,1
2016-07-25_21:27:40.00,286.0,-93.37,-111.16,1
2016-07-25_21:27:40.00,288.0,-82.56,-89.35,1
2016-07-25_21:27:40.00,290.0,-85.18,-94.94,1
2016-07-25_21:27:40.00,292.0,-85.79,-95.71,1
2016-07-25_21:27:40.00,294.0,-87.49,-101.96,1
2016-07-25_21:27:40.00,296.0,-81.01,-90.65,1
2016-07-25_21:27:40.00,298.0,-80.38,-85.32,1
2016-07-25_21:27:40.00,300.0,-78.47,-85.61,1
2016-07-25_21:27:40.00,302.0,-79.87,-90.73,1
2016-07-25_21:27:40.00,304.0,-84.63,-88.78,1
2016-07-25_21:27:40.00,306.0,-78.06,-80.59,2
2016-07-25_21:27:40.00,308.0,-80.43,-84.74,1
2016-07-25_21:27:40.00,310.0,-80.11,-88.1,1
2016-07-25_21:27:40.00,312.0,-78.65,-84.86,1
2016-07-25_21:27:40.00,314.0,-76.5,-85.97,1
2016-07-25_21:27:40.00,316.0,-77.18,-83.53,1
2016-07-25_21:27:40.00,318.0,-78.38,-81.36,2
2016-07-25_21:27:40.00,320.0,-76.34,-85.89,1
2016-07-25_21:27:40.00,322.0,-72.39,-83.49,1
2016-07-25_21:27:40.00,324.0,-72.88,-81.15,1
2016-07-25_21:27:40.00,326.0,-78.48,-79.77,2
2016-07-25_21:27:40.00,328.0,-69.7,-75.68,1
2016-07-25_21:27:40.00,330.0,-69.17,-76.01,1
2016-07-25_21:27:40.00,332.0,-66.24,-76.47,1
2016-07-25_21:27:40.00,334.0,-68.36,-73.76,1
2016-07-25_21:27:40.00,336.0,-64.88,-78.77,1
2016-07-25_21:27:40.00,338.0,-62.53,-79.68,1
2016-07-25_21:27:40.00,340.0,-65.2,-78.26,1
2016-07-25_21:27:40.00,342.0,-63.8,-75.59,1
2016-07-25_21:27:40.00,344.0,-61.9,-77.31,1
2016-07-25_21:27:40.00,346.0,-66.37,-70.04,1
2016-07-25_21:27:40.00,348.0,-62.25,-76.26,1
2016-07-25_21:27:40.00,350.0,-64.19,-73.6,1
2016-07-25_21:27:40.00,352.0,-63.79,-73.58,1
2016-07-25_21:27:40.00,354.0,-67.66,-79.24,1
2016-07-25_21:27:40.00,356.0,-67.53,-74.11,1
2016-07-25_21:27:40.00,358.0,-68.93,-70.05,2
2016-07-25_21:27:40.00,360.0,-67.03,-75.08,1
2016-07-25_21:27:40.00,362.0,-66.96,-72.32,1
2016-07-25_21:27:40.00,364.0,-67.41,-74.36,1
2016-07-25_21:27:40.00,366.0,-66.56,-71.28,1
2016-07-25_21:27:40.00,368.0,-67.18,-73.54,1
2016-07-25_21:27:40.00,370.0,-66.43,-72.41,1
2016-07-25_21:27:40.00,372.0,-68.09,-69.94,2
2016-07-25_21:27:40.00,374.0,-67.29,-68.77,2
2016-07-25_21:27:40.00,376.0,-69.32,-70.85,2
2016-07-25_21:27:40.00,378.0,-70.21,-73.62,1
2016-07-25_21:27:40.00,380.0,-68.41,-71.65,1
2016-07-25_21:27:40.00,382.0,-67.0,-75.1,1
2016-07-25_21:27:40.00,384.0,-66.98,-75.1,1
2016-07-25_21:27:40.00,386.0,-68.59,-77.27,1
2016-07-25_21:27:40.00,388.0,-67.16,-73.75,1
2016-07-25_21:27:40.00,390.0,-64.03,-74.51,1
2016-07-25_21:27:40.00,392.0,-70.4,-73.82,1
2016-07-25_21:27:40.00,394.0,-70.11,-71.22,2
2016-07-25_21:27:40.00,396.0,-63.67,-73.12,1
2016-07-25_21:27:40.00,398.0,-67.76,-72.37,1
2016-07-25_21:27:40.00,400.0,-75.6,-70.41,3
2016-07-25_21:27:40.00,402.0,-69.76,-74.56,1
2016-07-25_21:27:40.00,404.0,-71.54,-73.81,2
2016-07-25_21:27:40.00,406.0,-66.82,-77.18,1
2016-07-25_21:27:40.00,408.0,-72.12,-81.9,1
2016-07-25_21:27:40.00,410.0,-77.12,-80.85,1
2016-07-25_21:27:40.00,412.0,-74.89,-80.79,1
2016-07-25_21:27:40.00,414.0,-78.37,-76.29,2
2016-07-25_21:27:40.00,416.0,-73.78,-79.64,1
2016-07-25_21:27:40.00,418.0,-76.09,-74.0,2
2016-07-25_21:27:40.00,420.0,-74.71,-75.75,2
2016-07-25_21:27:40.00,422.0,-77.18,-76.32,2
2016-07-25_21:27:40.00,424.0,-76.35,-75.02,2
2016-07-25_21:27:40.00,426.0,-73.06,-78.3,1
2016-07-25_21:27:40.00,428.0,-74.97,-78.85,1
2016-07-25_21:27:40.00,430.0,-71.05,-77.1,1
2016-07-25_21:27:40.00,432.0,-73.74,-77.45,1
2016-07-25_21:27:40.00,434.0,-73.65,-75.08,2
2016-07-25_21:27:40.00,436.0,-73.9,-74.43,2
2016-07-25_21:27:40.00,438.0,-77.54,-75.46,2
2016-07-25_21:27:40.00,440.0,-73.53,-75.56,2
2016-07-25_21:27:40.00,442.0,-72.93,-72.76,2
2016-07-25_21:27:40.00,444.0,-70.98,-74.23,1
2016-07-25_21:27:50.00,260.0,-93.83,-97.16,1
2016-07-25_21:27:50.00,262.0,-84.36,-88.06,1
2016-07-25_21:27:50.00,264.0,-84.3,-87.75,1
2016-07-25_21:27:50.00,266.0,-88.09,-94.41,1
2016-07-25_21:27:50.00,268.0,-88.63,-86.0,2
2016-07-25_21:27:50.00,270.0,-78.24,-89.74,1
2016-07-25_21:27:50.00,272.0,-85.82,-96.06,1
2016-07-25_21:27:50.00,274.0,-81.61,-88.93,1
2016-07-25_21:27:50.00,276.0,-85.14,-95.74,1
2016-07-25_21:27:50.00,278.0,-89.83,-106.81,1
2016-07-25_21:27:50.00,280.0,-89.09,-92.78,1
2016-07-25_21:27:50.00,282.0,-85.87,-90.07,1
2016-07-25_21:27:50.00,284.0,-82.82,-84.84,2
2016-07-25_21:27:50.00,286.0,-86.39,-96.34,1
2016-07-25_21:27:50.00,288.0,-78.53,-90.28,1
2016-07-25_21:27:50.00,290.0,-86.21,-94.2,1
2016-07-25_21:27:50.00,292.0,-86.44,-97.24,1
2016-07-25_21:27:50.00,294.0,-87.9,-96.72,1
2016-07-25_21:27:50.00,296.0,-83.46,-86.16,2
2016-07-25_21:27:50.00,298.0,-83.39,-88.44,1
2016-07-25_21:27:50.00,300.0,-81.14,-86.35,1
2016-07-25_21:27:50.00,302.0,-82.1,-81.71,2
2016-07-25_21:27:50.00,304.0,-82.57,-81.89,2
2016-07-25_21:27:50.00,306.0,-83.0,-92.78,1
2016-07-25_21:27:50.00,308.0,-77.91,-82.09,1
2016-07-25_21:27:50.00,310.0,-79.12,-79.9,2
2016-07-25_21:27:50.00,312.0,-79.24,-82.2,2
2016-07-25_21:27:50.00,314.0,-78.31,-82.76,1
2016-07-25_21:27:50.00,316.0,-77.94,-80.28,2
2016-07-25_21:27:50.00,318.0,-78.15,-86.66,1
2016-07-25_21:27:50.00,320.0,-78.29,-76.4,2
2016-07-25_21:27:50.00,322.0,-76.51,-79.69,1
2016-07-25_21:27:50.00,324.0,-75.68,-80.83,1
2016-07-25_21:27:50.00,326.0,-71.84,-76.64,1
2016-07-25_21:27:50.00,328.0,-73.96,-82.45,1
2016-07-25_21:27:50.00,330.0,-71.15,-75.1,1
2016-07-25_21:27:50.00,332.0,-67.08,-74.36,1
2016-07-25_21:27:50.00,334.0,-65.72,-77.26,1
2016-07-25_21:27:50.00,336.0,-63.32,-74.32,1
2016-07-25_21:27:50.00,338.0,-64.75,-72.73,1
2016-07-25_21:27:50.00,340.0,-67.78,-72.97,1
2016-07-25_21:27:50.00,342.0,-69.0,-73.03,1
2016-07-25_21:27:50.00,344.0,-66.93,-74.79,1
2016-07-25_21:27:50.00,346.0,-66.93,-78.37,1
2016-07-25_21:27:50.00,348.0,-65.25,-74.14,1
2016-07-25_21:27:50.00,350.0,-66.16,-74.21,1
2016-07-25_21:27:50.00,352.0,-62.15,-77.25,1
2016-07-25_21:27:50.00,354.0,-66.61,-76.0,1
2016-07-25_21:27:50.00,356.0,-67.5,-74.84,1
2016-07-25_21:27:50.00,358.0,-69.42,-69.51,2
2016-07-25_21:27:50.00,360.0,-65.0,-68.55,1
2016-07-25_21:27:50.00,362.0,-66.37,-71.44,1
2016-07-25_21:27:50.00,364.0,-63.34,-72.42,1
2016-07-25_21:27:50.00,366.0,-66.8,-74.22,1
2016-07-25_21:27:50.00,368.0,-64.57,-75.8,1
2016-07-25_21:27:50.00,370.0,-66.54,-67.39,2
2016-07-25_21:27:50.00,372.0,-65.4,-73.08,1
2016-07-25_21:27:50.00,374.0,-69.61,-74.94,1
2016-07-25_21:27:50.00,376.0,-67.72,-75.18,1
2016-07-25_21:27:50.00,378.0,-67.17,-72.95,1
2016-07-25_21:27:50.00,380.0,-64.39,-72.8,1
2016-07-25_21:27:50.00,382.0,-66.41,-73.94,1
2016-07-25_21:27:50.00,384.0,-64.49,-76.05,1
2016-07-25_21:27:50.00,386.0,-64.82,-76.53,1
2016-07-25_21:27:50.00,388.0,-68.61,-74.42,1
2016-07-25_21:27:50.00,390.0,-70.74,-73.17,2
2016-07-25_21:27:50.00,392.0,-69.99,-75.62,1
2016-07-25_21:27:50.00,394.0,-67.96,-74.03,1
2016-07-25_21:27:50.00,396.0,-71.63,-75.3,1
2016-07-25_21:27:50.00,398.0,-67.99,-76.57,1
2016-07-25_21:27:50.00,400.0,-70.9,-74.7,1
2016-07-25_21:27:50.00,402.0,-72.13,-76.08,1
2016-07-25_21:27:50.00,404.0,-68.29,-72.65,1
2016-07-25_21:27:50.00,406.0,-69.62,-69.43,2
2016-07-25_21:27:50.00,408.0,-72.97,-74.01,2
2016-07-25_21:27:50.00,410.0,-74.35,-79.68,1
2016-07-25_21:27:50.00,412.0,-77.9,-81.37,1
2016-07-25_21:27:50.00,414.0,-77.17,-77.11,2
2016-07-25_21:27:50.00,416.0,-77.01,-80.76,1
2016-07-25_21:27:50.00,418.0,-76.95,-78.62,2
2016-07-25_21:27:50.00,420.0,-71.0,-77.07,1
2016-07-25_21:27:50.00,422.0,-74.09,-74.61,2
2016-07-25_21:27:50.00,424.0,-70.99,-79.68,1
2016-07-25_21:27:50.00,426.0,-70.87,-77.28,1
2016-07-25_21:27:50.00,428.0,-74.63,-77.53,2
2016-07-25_21:27:50.00,430.0,-71.1,-78.15,1
2016-07-25_21:27:50.00,432.0,-72.57,-77.23,1
2016-07-25_21:27:50.00,434.0,-76.85,-79.68,2
2016-07-25_21:27:50.00,436.0,-76.05,-75.89,2
2016-07-25_21:27:50.00,438.0,-71.99,-76.56,1
2016-07-25_21:27:50.00,440.0,-69.5,-75.61,1
2016-07-25_21:27:50.00,442.0,-70.89,-72.63,2
2016-07-25_21:27:50.00,444.0,-74.2,-74.35,2
2016-07-25_21:28:00.00,260.0,-88.48,-90.64,2
2016-07-25_21:28:00.00,262.0,-90.61,-95.22,1
2016-07-25_21:28:00.00,264.0,-86.03,-87.96,2
2016-07-25_21:28:00.00,266.0,-89.28,-95.38,1
2016-07-25_21:28:00.00,268.0,-85.82,-89.25,1
2016-07-25_21:28:00.00,270.0,-87.23,-91.76,1
2016-07-25_21:28:00.00,272.0,-82.95,-92.24,1
2016-07-25_21:28:00.00,274.0,-86.91,-91.92,1
2016-07-25_21:28:00.00,276.0,-82.4,-91.08,1
2016-07-25_21:28:00.00,278.0,-86.47,-97.56,1
2016-07-25_21:28:00.00,280.0,-90.58,-98.59,1
2016-07-25_21:28:00.00,282.0,-82.04,-87.22,1
2016-07-25_21:28:00.00,284.0,-81.49,-86.81,1
2016-07-25_21:28:00.00,286.0,-82.15,-85.38,1
2016-07-25_21:28:00.00,288.0,-84.82,-86.59,2
2016-07-25_21:28:00.00,290.0,-84.45,-84.19,2
2016-07-25_21:28:00.00,292.0,-87.97,-87.26,2
2016-07-25_21:28:00.00,294.0,-85.68,-89.5,1
2016-07-25_21:28:00.00,296.0,-85.61,-88.68,1
2016-07-25_21:28:00.00,298.0,-80.21,-85.06,1
2016-07-25_21:28:00.00,300.0,-85.29,-85.22,2
2016-07-25_21:28:00.00,302.0,-84.23,-85.28,2
2016-07-25_21:28:00.00,304.0,-85.94,-84.44,2
2016-07-25_21:28:00.00,306.0,-81.95,-86.11,1
2016-07-25_21:28:00.00,308.0,-78.17,-85.38,1
2016-07-25_21:28:00.00,310.0,-80.3,-85.49,1
2016-07-25_21:28:00.00,312.0,-78.3,-87.38,1
2016-07-25_21:28:00.00,314.0,-78.22,-86.29,1
2016-07-25_21:28:00.00,316.0,-76.66,-79.28,2
2016-07-25_21:28:00.00,318.0,-78.14,-82.18,1
2016-07-25_21:28:00.00,320.0,-75.0,-81.75,1
2016-07-25_21:28:00.00,322.0,-77.12,-80.77,1
2016-07-25_21:28:00.00,324.0,-74.9,-81.81,1
2016-07-25_21:28:00.00,326.0,-72.03,-77.83,1
2016-07-25_21:28:00.00,328.0,-71.69,-77.62,1
2016-07-25_21:28:00.00,330.0,-69.76,-75.01,1
2016-07-25_21:28:00.00,332.0,-66.04,-73.87,1
2016-07-25_21:28:00.00,334.0,-66.28,-77.56,1
2016-07-25_21:28:00.00,336.0,-62.26,-74.2,1
2016-07-25_21:28:00.00,338.0,-62.58,-75.44,1
2016-07-25_21:28:00.00,340.0,-68.07,-75.13,1
2016-07-25_21:28:00.00,342.0,-65.38,-76.29,1
2016-07-25_21:28:00.00,344.0,-66.44,-75.63,1
2016-07-25_21:28:00.00,346.0,-65.59,-73.6,1
2016-07-25_21:28:00.00,348.0,-66.09,-74.06,1
2016-07-25_21:28:00.00,350.0,-65.93,-72.54,1
2016-07-25_21:28:00.00,352.0,-65.85,-75.7,1
2016-07-25_21:28:00.00,354.0,-65.31,-75.05,1
2016-07-25_21:28:00.00,356.0,-65.58,-71.61,1
2016-07-25_21:28:00.00,358.0,-64.8,-73.42,1
2016-07-25_21:28:00.00,360.0,-67.39,-74.7,1
2016-07-25_21:28:00.00,362.0,-64.91,-74.12,1
2016-07-25_21:28:00.00,364.0,-67.29,-73.39,1
2016-07-25_21:28:00.00,366.0,-66.08,-69.63,1
2016-07-25_21:28:00.00,368.0,-68.37,-71.41,1
2016-07-25_21:28:00.00,370.0,-66.05,-72.19,1
2016-07-25_21:28:00.00,372.0,-67.92,-71.7,1
2016-07-25_21:28:00.00,374.0,-70.12,-74.17,1
2016-07-25_21:28:00.00,376.0,-68.52,-73.62,1
2016-07-25_21:28:00.00,378.0,-68.37,-71.85,1
2016-07-25_21:28:00.00,380.0,-67.8,-74.92,1
2016-07-25_21:28:00.00,382.0,-69.82,-74.74,1
2016-07-25_21:28:00.00,384.0,-69.39,-74.09,1
2016-07-25_21:28:00.00,386.0,-66.99,-75.02,1
2016-07-25_21:28:00.00,388.0,-68.56,-74.18,1
2016-07-25_21:28:00.00,390.0,-69.74,-74.55,1
2016-07-25_21:28:00.00,392.0,-69.12,-74.63,1
2016-07-25_21:28:00.00,394.0,-72.27,-72.92,2
2016-07-25_21:28:00.00,396.0,-65.17,-76.52,1
2016-07-25_21:28:00.00,398.0,-67.83,-73.67,1
2016-07-25_21:28:00.00,400.0,-68.9,-76.22,1
2016-07-25_21:28:00.00,402.0,-70.54,-74.9,1
2016-07-25_21:28:00.00,404.0,-70.52,-76.57,1
2016-07-25_21:28:00.00,406.0,-69.99,-72.32,2
2016-07-25_21:28:00.00,408.0,-77.69,-77.67,2
2016-07-25_21:28:00.00,410.0,-75.41,-80.42,1
2016-07-25_21:28:00.00,412.0,-75.63,-78.28,2
2016-07-25_21:28:00.00,414.0,-76.13,-77.96,2
2016-07-25_21:28:00.00,416.0,-74.79,-78.08,1
2016-07-25_21:28:00.00,418.0,-75.47,-74.31,2
2016-07-25_21:28:00.00,420.0,-74.8,-74.1,2
2016-07-25_21:28:00.00,422.0,-74.81,-80.53,1
2016-07-25_21:28:00.00,424.0,-75.49,-76.36,2
2016-07-25_21:28:00.00,426.0,-75.41,-75.68,2
2016-07-25_21:28:00.00,428.0,-73.01,-75.55,2
2016-07-25_21:28:00.00,430.0,-76.31,-80.99,1
2016-07-25_21:28:00.00,432.0,-74.31,-80.89,1
2016-07-25_21:28:00.00,434.0,-72.32,-78.13,1
2016-07-25_21:28:00.00,436.0,-74.32,-80.48,1
2016-07-25_21:28:00.00,438.0,-71.28,-75.09,1
2016-07-25_21:28:00.00,440.0,-71.25,-71.67,2
2016-07-25_21:28:00.00,442.0,-70.84,-72.25,2
2016-07-25_21:28:00.00,444.0,-70.02,-73.46,1
2016-07-25_21:28:10.00,388.0,-70.47,-73.18,2
2016-07-25_21:28:10.00,390.0,-66.99,-74.32,1
2016-07-25_21:28:10.00,392.0,-65.56,-70.06,1
2016-07-25_21:28:10.00,394.0,-66.96,-78.8,1
2016-07-25_21:28:10.00,396.0,-70.49,-69.51,2
2016-07-25_21:28:10.00,398.0,-71.98,-77.21,1
2016-07-25_21:28:10.00,400.0,-69.07,-71.45,2
2016-07-25_21:28:10.00,402.0,-68.86,-74.21,1
2016-07-25_21:28:10.00,404.0,-67.43,-75.31,1
2016-07-25_21:28:10.00,406.0,-67.96,-81.29,1
2016-07-25_21:28:10.00,408.0,-76.3,-81.65,1
2016-07-25_21:28:10.00,410.0,-75.99,-78.17,2
2016-07-25_21:28:10.00,412.0,-76.11,-78.38,2
2016-07-25_21:28:10.00,414.0,-78.91,-80.26,2
2016-07-25_21:28:10.00,416.0,-77.27,-77.58,2
2016-07-25_21:28:10.00,418.0,-71.38,-80.96,1
2016-07-25_21:28:10.00,420.0,-73.59,-76.45,2
2016-07-25_21:28:10.00,422.0,-80.21,-78.88,2
2016-07-25_21:28:10.00,424.0,-78.59,-75.76,2
2016-07-25_21:28:10.00,426.0,-77.09,-80.87,1
2016-07-25_21:28:10.00,428.0,-76.02,-74.63,2
2016-07-25_21:28:10.00,430.0,-76.7,-77.56,2
2016-07-25_21:28:10.00,432.0,-73.49,-79.55,1
2016-07-25_21:28:10.00,434.0,-71.99,-82.65,1
2016-07-25_21:28:10.00,436.0,-73.15,-74.46,2
2016-07-25_21:28:10.00,438.0,-72.87,-76.72,1
2016-07-25_21:28:10.00,440.0,-73.34,-82.99,1
2016-07-25_21:28:10.00,442.0,-75.49,-80.57,1
2016-07-25_21:28:10.00,444.0,-77.15,-79.02,2
2016-07-25_21:28:10.00,446.0,-66.99,-70.55,1
2016-07-25_21:28:10.00,448.0,-70.01,-75.58,1
